Business Name,Address of establishment,Town,Type of cuisine,Average price,Business hours,Average rating,Number of reviews,Date of last rating,Position in the ranking,Minimum Price,Maximum Price,Month,Year Of Rating,Price Range,Rating Label
L'Orangier  Desayunos and Tapas,"Calle del Cardenal Ilundain 9, 41013 Seville Spain", Plaza de Espana,"Spanish, Dining bars",1.98 - 9.91,"Mon - Fri : 7:00 AM - 11:45 PM
Sat - Sun : 8:00 AM - 11:45 PM",4.5,790,"November 19, 2021",33,1.98,9.91,November 19, 2021,Cheap,Excellent
El Rincon De Beirut,"Calle San Fernando 21, 41004 Seville Spain", Catedral de Sevilla,"Lebanese, Healthy, Arabic",7.93 - 11.89,Sun - Sat : 12:00 PM - 11:30 PM,4.5,1739,"January 12, 2022",34,7.93,11.89,January 12, 2022,Cheap,Excellent
Bollywood Indian Restaurant Sevilla,"Calle de Felipe II 28 Local 8B, 41013 Seville Spain", Plaza de Espana,"Indian, Healthy",4.96 - 19.82,"Sun - Sat : 1:00 PM - 4:00 PM,  7:00 PM - 12:00 AM",5.0,308,"January 23, 2022",13,4.96,19.82,January 23, 2022,Cheap,Excellent
Bar La Fabula,"Avenida de la Ronda de Triana 31 31 Acc, 41010 Seville Spain", Real Maestranza de Caballeria de Sevilla,"Brew Pub, Mediterranean, Spanish, Bar",6.21 - 13.3,"Sun - Thu : 8:30 PM - 11:45 PM
Fri - Sun : 1:30 PM - 4:30 PM
Fri - Sat : 8:30 PM - 12:00 AM",4.5,153,"December 28, 2019",150,6.21,13.3,December 28, 2019,Cheap,Excellent
Uno de Delicias,"Paseo de las Delicias 1, 41001 Seville Spain", Catedral de Sevilla,"Bar, Spanish, Dining bars",2.98 - 8.92,"Mon - Wed : 1:30 PM - 4:30 PM
Thu - Fri : 1:30 PM - 5:00 PM
Thu - Sat : 8:30 PM - 11:00 PM
Sat - Sun : 1:30 PM - 5:30 PM",4.5,1970,"December 15, 2021",64,2.98,8.92,December 15, 2021,Cheap,Excellent
El Paseillo,"Calle General Polavieja 4 Pleno centro de sevilla, muy próximo a Plaza Nueva y Calle Tetuan, 41004 Seville Spain", Catedral de Sevilla,"Mediterranean, Spanish",14.87 - 29.73,"Mon - Wed : 8:00 AM - 5:00 PM,  8:00 PM - 11:00 PM
Thu - Fri : 8:00 AM - 11:00 PM
Sat - Sun : 9:00 AM - 11:00 PM",5.0,492,"January 16, 2022",37,14.87,29.73,January 16, 2022,Average,Excellent
Milk Away,"Calle Carlos Cañal, 5B, 41001 Seville Spain", Real Maestranza de Caballeria de Sevilla,"Spanish, Healthy, European, International, Fruit parlours",3.96 - 9.91,"Sun : 9:30 AM - 4:00 PM
Mon - Thu : 9:00 AM - 4:00 PM
Fri : 9:00 AM - 6:30 PM
Sat : 9:30 AM - 6:30 PM",5.0,703,"November 8, 2021",3,3.96,9.91,November 8, 2021,Cheap,Excellent
Hummo | The Clandestine Grill Company,"St Juan de mata carriazo 4, 41018 Seville Spain", Real Alcazar de Sevilla,"Mediterranean, Grill, Barbecue, Spanish, Healthy, Dining bars",4.96 - 19.82,Sun - Sat : 1:00 PM - 12:00 AM,5.0,874,"January 22, 2022",14,4.96,19.82,January 22, 2022,Cheap,Excellent
The Balmes -Local Food-,"Carrer Balmes 12, 08007 Barcelona Spain",Eixample,"Mediterranean, European, Spanish",9.91 - 29.73,"Mon - Fri : 8:00 AM - 11:00 PM
Sat : 9:00 AM - 12:00 AM",4.5,50,"April 8, 2017","2,542",9.91,29.73,April 8, 2017,Cheap,Excellent
Gallo Nero Ramblas Teatro Liceu,"La Rambla La Rambla 78, 08001 Barcelona Spain",La Dreta de l'Eixample,"Italian, Bar, Fast Food, Mediterranean, Pub, Tuscan",6.21 - 13.3,"Sun - Wed : 8:30 AM - 2:00 AM
Thu - Sat : 8:30 AM - 2:30 AM",4.5,25,"January 18, 2022",278,6.21,13.3,January 18, 2022,Cheap,Excellent
Restaurante Manga Rosa,"Calle Consell De Cent, 220, 08011 Barcelona Spain",Eixample,"Brazilian, Mediterranean, Spanish, South American",14.87 - 24.78,"Sun : 1:00 PM - 5:00 PM
Mon - Thu : 1:00 PM - 12:00 AM
Fri - Sat : 1:00 PM - 1:30 AM",4.0,60,"December 23, 2021",16,14.87,24.78,December 23, 2021,Average,Excellent
Tierra de Trufa,"Casanova 193, 08036 Barcelona Spain",Eixample,"French, Mediterranean",19.82 - 49.56,"Sun : 11:00 AM - 4:00 PM
Mon : 8:00 AM - 4:00 PM
Tue - Sat : 8:00 AM - 2:00 AM",4.0,76,"June 15, 2018",46,19.82,49.56,June 15, 2018,Average,Excellent
ComoLoComo Pizza a Domicilio,"Carretera de la Bordeta, 28, 08014 Barcelona Spain",Sants-Montjuic,"Italian, Pizza, Mediterranean",1.98 - 18.84,Tue - Sun : 7:00 PM - 11:30 PM,5.0,1 review,"March 13, 2021",679,1.98,18.84,March 13, 2021,Cheap,Excellent
Udon Travessera,"Travessera de Gracia, 30, 08021 Barcelona Spain",Sant Gervasi-Galvany,"Japanese, Asian, Fusion",2.98 - 12.88,"Fri : 12:30 PM - 5:00 PM
Sat - Thu : 12:30 PM - 4:30 PM,  7:00 PM - 11:00 PM",3.5,115,"October 14, 2019",235,2.98,12.88,October 14, 2019,Cheap,Average
Starfresco,"Calle Cesar 10 facing the sea, right next to the Bonaona Surf School and Bar, 07610 Can Pastilla, Majorca Spain",Can Pastilla,Italian,1.98 - 4.96,"Sun : 2:30 PM - 9:30 PM
Tue - Fri : 3:30 PM - 9:30 PM
Sat : 2:30 PM - 10:00 PM",5.0,142,"August 29, 2021",1,1.98,4.96,August 29, 2021,Cheap,Excellent
7 Machos -  Can Pastilla,"Calle Virgili 14, 07610 Can Pastilla, Majorca Spain",Can Pastilla,"Mexican, Street Food, Central American, Latin",2.98 - 9.91,"Tue - Fri : 7:00 PM - 2:00 AM
Sat - Mon : 7:00 PM - 12:00 AM",5.0,147,"September 13, 2020",1,2.98,9.91,September 13, 2020,Cheap,Excellent
Tomy Burguer,"Avinguda Bartomeu Riutort N 75, 07610 Can Pastilla, Majorca Spain",Can Pastilla,"Bar, Fast Food, European",1.98 - 11.89,Sun - Sat : 12:00 AM - 11:59 PM,4.5,436,"October 8, 2021",2,1.98,11.89,October 8, 2021,Cheap,Excellent
Cafeteria Playa,"Avinguda de Bartomeu Riutort 35, 07610 Palma de Mallorca, Majorca Spain",Can Pastilla,"Bar, International, Mediterranean, European, Spanish, Pub",7.93 - 15.86,Sun - Sat : 9:30 AM - 12:00 AM,5.0,145,"October 30, 2021",20,7.93,15.86,October 30, 2021,Cheap,Excellent
Mola in The Hype Restaurant,"Carrer de la Grua, 2, 07610 Palma de Mallorca, Majorca Spain",Can Pastilla,"Mediterranean, European, Central European, International, Fusion",12.88 - 39.65,Wed - Mon : 1:00 PM - 11:45 PM,4.5,143,"January 2, 2022",89,12.88,39.65,January 2, 2022,Average,Excellent
Bon Vent Cafe&Bar,"Av. Bartomeu Riutort, 83, 07610 Palma de Mallorca, Majorca Spain",Can Pastilla,"Spanish, Bar",4.96 - 15.86,"Sun : 9:30 AM - 10:30 PM
Mon : 10:00 AM - 10:30 PM
Wed - Sat : 10:00 AM - 10:30 PM",4.5,669,"October 8, 2021",2,4.96,15.86,October 8, 2021,Cheap,Excellent
L'Artista Pizzeria Napoletana,"Carrer Palangres, 10, 07610 Can Pastilla, Majorca Spain",Can Pastilla,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian",1.98 - 29.73,"Sun : 7:00 PM - 11:00 PM
Tue - Sun : 1:00 PM - 4:00 PM
Tue - Thu : 7:00 PM - 11:00 PM
Fri - Sat : 7:00 PM - 11:30 PM",4.0,568,"October 28, 2021",6,1.98,29.73,October 28, 2021,Cheap,Excellent
Soul Café Restaurant,"Carrer Palangres 5 Tit Livi 23, 07610 Can Pastilla, Majorca Spain",Can Pastilla,"Italian, Pizza, Mediterranean, International",2.98 - 39.65,Thu - Tue : 10:30 AM - 10:30 PM,4.5,505,"October 26, 2021",7,2.98,39.65,October 26, 2021,Cheap,Excellent
Il Colosseo Ristorante Pizzeria,"Calle Ovidi 22, 07610 Palma de Mallorca, Majorca Spain",Can Pastilla,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian",5.32 - 12.41,"Tue - Sun : 1:00 PM - 3:30 PM,  7:00 PM - 12:00 AM",4.5,270,"October 26, 2021",177,5.32,12.41,October 26, 2021,Cheap,Excellent
Purobeach Palma,"Calle Pagell 1 Baleares, 07610 Palma de Mallorca, Majorca Spain",Can Pastilla,"International, Mediterranean, European, Healthy",10.9 - 27.75,Sun - Sat : 11:00 AM - 7:30 PM,4.0,1242,"October 26, 2021",30,10.9,27.75,October 26, 2021,Cheap,Excellent
Toby Eats The World,"Calle del Almirante Lobo 2 In front of Gold Tower, 41001 Seville Spain", Catedral de Sevilla,"Mediterranean, European, Spanish",3.96 - 9.91,"Mon : 1:30 PM - 4:30 PM
Tue - Wed : 1:00 PM - 4:30 PM
Thu - Fri : 1:30 PM - 5:00 PM
Thu - Sat : 8:30 PM - 10:45 PM
Sat - Sun : 1:30 PM - 5:30 PM",4.5,383,"October 5, 2021",78,3.96,9.91,October 5, 2021,Cheap,Excellent
Realcazar Restaurante,"Calle de San Fernando numero 27, 41004 Seville Spain", Catedral de Sevilla,"Mediterranean, Spanish, Fusion",9.91 - 49.56,"Mon - Fri : 7:00 AM - 11:00 PM
Sat : 9:00 AM - 11:00 PM",4.5,278,"October 25, 2021",57,9.91,49.56,October 25, 2021,Cheap,Excellent
Mechela,"Calle Pastor y Landero,20, 41001 Seville Spain", Real Maestranza de Caballeria de Sevilla,"Mediterranean, Spanish, European, Healthy, Contemporary",13.88 - 24.78,"Mon - Thu : 8:30 PM - 11:45 PM
Tue - Sun : 2:00 PM - 4:00 PM
Fri - Sat : 8:30 PM - 12:00 AM",4.5,2060,"January 24, 2022",76,13.88,24.78,January 24, 2022,Average,Excellent
Restaurante La Casapuerta,"Calle de San Roque No 13 Bajo Izq. está junto al Hotel Colón, 41001 Seville Spain", Real Maestranza de Caballeria de Sevilla,"Mediterranean, European, Spanish",11.89 - 24.78,"Sun : 12:30 PM - 4:30 PM
Wed - Sun : 7:30 PM - 12:00 AM
Wed : 1:00 PM - 4:30 PM
Thu - Fri : 12:30 PM - 4:30 PM
Sat : 12:00 PM - 4:30 PM",4.5,425,"January 18, 2022",53,11.89,24.78,January 18, 2022,Average,Excellent
El Burladero,"Calle Canalejas 1 Hotel Gran Meliá Colón, 41001 Seville Spain", Real Maestranza de Caballeria de Sevilla,"Mediterranean, European, Spanish, Healthy",9.91 - 29.73,Sun - Sat : 1:00 PM - 11:30 PM,4.5,1541,"October 31, 2021",70,9.91,29.73,October 31, 2021,Cheap,Excellent
Cristina Bistro,"Calle San Fernando 19 Terraza en calle peatonal y soleada, 41004 Seville Spain", Catedral de Sevilla,Spanish,3.96 - 17.84,Thu - Mon : 1:00 PM - 4:30 PM,4.5,908,"November 27, 2021",74,3.96,17.84,November 27, 2021,Cheap,Excellent
Sacamuelas,"Calle de Julio Cesar 10, 41001 Seville Spain", Real Maestranza de Caballeria de Sevilla,"Mediterranean, European, Spanish",9.91 - 19.82,"Sun : 1:30 PM - 4:00 PM
Tue - Sat : 9:15 AM - 4:00 PM,  8:30 PM - 11:30 PM",4.5,501,"February 18, 2020",82,9.91,19.82,February 18, 2020,Cheap,Excellent
Bicho Malo,"Calle Callao 5 Junto al mercado de Triana, 41010 Seville Spain", Real Maestranza de Caballeria de Sevilla,"Mediterranean, Spanish",11.89 - 19.82,"Sun : 11:45 AM - 12:00 AM
Mon : 12:00 PM - 11:30 PM
Tue - Wed : 12:00 PM - 12:00 AM
Thu : 11:00 AM - 11:30 PM
Fri - Sat : 11:30 AM - 12:00 AM",4.5,294,"November 14, 2021",136,11.89,19.82,November 14, 2021,Average,Excellent
Marcelo's Restaurante & Bar,"Calle Gregal 2, 07610 Can Pastilla, Majorca Spain",Can Pastilla,"Mediterranean, Spanish, International",14.87 - 21.8,Tue - Sun : 11:00 AM - 11:00 PM,4.5,73,"October 12, 2021",14,14.87,21.8,October 12, 2021,Average,Excellent
UDON La Gavia,"Calle de Adolfo Bioy Casares 2, 28051 Madrid Spain",Ensanche de Vallecas,"Asian, Fusion, Japanese",2.66 - 13.3,"Mon - Thu : 1:00 PM - 5:00 PM,  7:00 PM - 11:00 PM
Fri - Sun : 1:00 PM - 11:00 PM",3.5,85,"October 26, 2020","4,204",2.66,13.3,October 26, 2020,Cheap,Average
Las Tablas Sevilla,"Almirante Bonifaz, 41004 Seville Spain", Catedral de Sevilla,"Bar, Mediterranean, European, Spanish",2.98 - 19.82,"Sun : 12:30 PM - 5:00 PM
Mon - Fri : 8:30 AM - 4:30 PM
Fri : 7:30 PM - 11:30 PM
Sat : 9:00 AM - 12:00 AM",4.5,346,"December 13, 2021",58,2.98,19.82,December 13, 2021,Cheap,Excellent
3 Chicos,"Cami de Can Pastilla 63, 07610 Palma de Mallorca, Majorca Spain",Can Pastilla,"Bar, European, International, British",1.98 - 10.9,"Tue - Wed : 1:30 PM - 11:00 PM
Thu : 9:00 AM - 5:00 PM
Fri - Sun : 1:30 PM - 11:00 PM",5.0,46,"July 30, 2021",286,1.98,10.9,July 30, 2021,Cheap,Excellent
Plan B Sa Taperia,"Calle Cesar, 07610 Palma de Mallorca, Majorca Spain",Can Pastilla,"Spanish, Healthy, Pizza, Cafe, European",4.43 - 13.3,Thu - Tue : 8:30 AM - 12:00 AM,5.0,33,"November 13, 2021",25,4.43,13.3,November 13, 2021,Cheap,Excellent
Criollo,"Corsega 402 Local 2, 08037 Barcelona Spain",Eixample,"Latin, Fast Food, Spanish, Argentinean, South American",4.96 - 9.91,"Mon - Fri : 11:30 AM - 10:30 PM
Sat : 12:00 PM - 10:30 PM",5.0,30,"October 21, 2021",104,4.96,9.91,October 21, 2021,Cheap,Excellent
Brunch Market,"Carrer Provenca 213, 08008 Barcelona Spain",Eixample,American,4.96 - 13.88,"Sun : 10:30 AM - 4:30 PM
Tue - Fri : 10:30 AM - 9:00 PM
Sat : 11:30 AM - 12:00 AM",4.5,20,"July 23, 2020",110,4.96,13.88,July 23, 2020,Cheap,Excellent
Ar Bigouden,"Carrer dels Palangres, 1, 07610 Can Pastilla, Majorca Spain",Can Pastilla,"French, Italian, Swiss",1.98 - 14.87,"Sun : 12:30 PM - 6:30 PM
Wed - Sat : 6:30 PM - 11:45 PM",5.0,35,"July 26, 2019",17,1.98,14.87,July 26, 2019,Cheap,Excellent
La Republica,"Carrer de la Merce 13 Carrer de la Merce #13, 08002 Barcelona Spain",Barrio Gotico (Barri Gotic),"Steakhouse, Latin, Bar, Barbecue, Argentinean",1.98 - 19.82,"Sun : 1:00 PM - 1:00 AM
Mon - Thu : 7:00 PM - 1:00 AM
Fri : 7:00 PM - 3:00 AM
Sat : 1:00 PM - 3:00 AM",4.0,232,"September 12, 2020",63,1.98,19.82,September 12, 2020,Cheap,Excellent
Machaka Burger,"Calle Balmes, 165, 08008 Barcelona Spain",Eixample,American,3.54 - 13.3,"Wed - Thu : 9:00 AM - 10:30 PM
Fri - Sun : 1:00 PM - 11:00 PM",5.0,13,"June 20, 2021",112,3.54,13.3,June 20, 2021,Cheap,Excellent
Brew Wild BCN,"Carrer del Consell de Cent 255, 08011 Barcelona Spain",Eixample,"Pizza, Brew Pub, Pub, Beer restaurants",4.96 - 16.85,"Mon - Thu : 6:00 PM - 12:00 AM
Fri - Sun : 1:00 PM - 12:00 AM",5.0,12,"December 20, 2021",32,4.96,16.85,December 20, 2021,Cheap,Excellent
Restaurante Just Enmig,"Carrer Nanses 3, 07610 Can Pastilla, Majorca Spain",Can Pastilla,"Seafood, Mediterranean, European, Spanish",14.87 - 49.56,Sun - Sat : 11:00 AM - 11:00 PM,4.0,177,"September 30, 2021",19,14.87,49.56,September 30, 2021,Average,Excellent
Colella Restaurant,"Carrer de Pau Claris, 190, 08037 Barcelona Spain",Eixample,"Mediterranean, European, Italian, Contemporary",19.82 - 69.39,"Sun : 1:00 PM - 3:30 PM,  7:00 PM - 10:00 PM
Tue - Wed : 7:00 PM - 10:00 PM
Tue - Fri : 1:00 PM - 3:30 PM
Thu : 7:00 PM - 11:00 PM
Fri - Sat : 8:00 PM - 11:30 PM
Sat : 1:00 PM - 1:30 PM",4.0,78,"December 8, 2021",270,19.82,69.39,December 8, 2021,Average,Excellent
Sibo Chinese Gastro Bar,"Calle Aribau,65, 08011 Barcelona Spain",Eixample,Chinese,14.87 - 39.65,"Fri - Sat : 12:00 PM - 4:00 PM,  7:30 PM - 12:00 AM",4.5,20,"August 16, 2021","3,007",14.87,39.65,August 16, 2021,Average,Excellent
Ribs,"Calle de Adolfo Bioy Casares 2 Interior del CC La Gavia Planta 1, 28051 Madrid Spain",Ensanche de Vallecas,American,7.09 - 13.3,"Mon - Thu : 1:00 PM - 5:00 PM,  8:00 PM - 11:00 PM
Fri - Sun : 1:00 PM - 11:00 PM",3.0,118,"October 19, 2019","6,628",7.09,13.3,October 19, 2019,Cheap,Average
"La Tagliatella CC La Gavia, Madrid","Calle de Adolfo Bioy Casares 2 Centro Comercial La Gavia, 28051 Madrid Spain",Ensanche de Vallecas,"Italian, Pizza, Mediterranean",14.19 - 15.96,"Sun - Thu : 8:00 PM - 10:30 PM
Mon - Fri : 1:00 PM - 4:30 PM
Fri - Sat : 8:00 PM - 11:00 PM
Sat - Sun : 1:00 PM - 4:45 PM",3.0,69,"June 7, 2018",504,14.19,15.96,June 7, 2018,Average,Average
La Tizná Honest Grill,"Calle de Camilo Jose Cela 1, 41018 Seville Spain", Plaza de Espana,"Steakhouse, Barbecue, Spanish, Fusion, Dining bars, Mediterranean, Healthy, Grill",0.06 - 0.18,Wed - Sun : 1:00 PM - 4:00 PM,5.0,81,"December 21, 2021",17,0.06,0.18,December 21, 2021,Cheap,Excellent
Restaurante Eslava,"Calle Eslava, 3, 41002 Seville Spain", Torre del Oro,"Mediterranean, European, Spanish, Fusion",11.89 - 59.47,"Sun : 12:30 PM - 6:00 PM
Tue - Wed : 12:30 PM - 12:00 AM
Fri - Sat : 12:30 PM - 12:00 AM",4.5,7188,"January 8, 2022",36,11.89,59.47,January 8, 2022,Average,Excellent
Alimentari,"Calle de Bartolome de Medina 21 Izq., 41004 Seville Spain", Real Alcazar de Sevilla,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Romana, Lazio, Sicilian, Central-Italian, Southern-Italian",9.91 - 34.69,"Sun - Sat : 8:30 PM - 12:00 AM
Mon - Thu : 1:30 PM - 5:00 PM
Fri - Sun : 1:30 PM - 6:00 PM",4.5,493,"November 10, 2021",38,9.91,34.69,November 10, 2021,Cheap,Excellent
Casa del Dolma,"Calle Troya 4, 41010 Seville Spain", Real Maestranza de Caballeria de Sevilla,Turkish,2.98 - 29.73,"Tue - Sun : 1:00 PM - 4:00 PM
Tue - Sat : 8:30 PM - 12:00 AM",5.0,100,"March 3, 2020",138,2.98,29.73,March 3, 2020,Cheap,Excellent
La Bartola,"Calle San Jose 24, 41004 Seville Spain", Catedral de Sevilla,"Bar, Mediterranean, European, Healthy",7.93 - 11.89,Sun - Sat : 12:00 PM - 12:00 AM,4.5,3579,"January 25, 2022",45,7.93,11.89,January 25, 2022,Cheap,Excellent
Las Muns Urquinaona,"Ronda Sant Pere 27, 08010 Barcelona Spain",Eixample,"Fast Food, International, Street Food, Argentinean, South American",1.98 - 10.9,"Mon - Thu : 12:00 PM - 11:00 PM
Fri - Sun : 12:00 PM - 12:00 AM",4.5,34,"October 30, 2021",97,1.98,10.9,October 30, 2021,Cheap,Excellent
Los Corales restaurante,"C/ Alvarez Quintero 9, junto a la Plaza del Salvador, 41004 Seville Spain",Casco Antiguo,Spanish,0.18 - 0.29,Sun - Sat : 1:00 PM - 11:45 PM,4.5,502,"March 12, 2020",48,0.18,0.29,March 12, 2020,Cheap,Excellent
Restaurante Safra 21,"Calle Illa de Corfu 10 Ciudad Jardín, 07007 Palma de Mallorca, Majorca Spain", Catedral de Mallorca,"Mediterranean, European, Spanish",20.82 - 39.65,"Sun - Sat : 1:00 PM - 4:00 PM
Fri - Sat : 8:00 PM - 12:00 AM",4.0,429,"February 12, 2020",108,20.82,39.65,February 12, 2020,Average,Excellent
Restaurante Brisas del Mediterraneo,"Avinguda Bartomeu Riutort 101, 07610 Can Pastilla, Majorca Spain",Can Pastilla,"Italian, European, Spanish, Seafood, Mediterranean",0.05 - 0.35,"Mon - Thu : 10:30 AM - 11:00 PM
Fri : 10:30 AM - 12:00 AM
Sat - Sun : 10:00 AM - 12:00 AM",4.0,247,"September 19, 2021",22,0.05,0.35,September 19, 2021,Cheap,Excellent
La Prorroga,"Carrer de les Guilleries, 10, 08012 Barcelona Spain",Gracia,Spanish,4.96 - 9.91,"Sun : 7:00 PM - 1:00 AM
Tue - Thu : 7:00 PM - 1:00 AM
Fri - Sat : 7:00 PM - 2:30 AM",4.5,41,"November 26, 2017","2,221",4.96,9.91,November 26, 2017,Cheap,Excellent
Mirador San Fernando,"Calle San Fernando 23, 41004 Seville Spain", Catedral de Sevilla,"Mediterranean, European, Spanish",0.06 - 0.14,"Mon : 12:30 PM - 4:00 PM
Wed - Sun : 12:30 PM - 11:00 PM",4.5,1153,"December 19, 2021",93,0.06,0.14,December 19, 2021,Cheap,Excellent
Puglia Lab,"Carretera s'Arenal 4, 07610 Palma de Mallorca, Majorca Spain",Can Pastilla,"Italian, Mediterranean, Pizza",1.98 - 14.87,Sun - Sat : 12:00 PM - 12:00 AM,4.5,58,"August 9, 2020",445,1.98,14.87,August 9, 2020,Cheap,Excellent
La Taberna Griega,"Torrent De L'olla, 123, 08012 Barcelona Spain",Gracia,"Mediterranean, Greek",13.3 - 17.73,"Wed - Mon : 12:30 PM - 4:30 PM,  8:00 PM - 12:00 AM",3.5,231,"July 28, 2021","1,431",13.3,17.73,July 28, 2021,Average,Average
Restaurante Mi Tierra Urgell,"Carrer del Comte d'Urgel 76, 08011 Barcelona Spain",Eixample,"Colombian, Latin",6.94 - 17.84,Sun - Sat : 11:00 AM - 9:00 PM,3.5,94,"January 23, 2022","3,583",6.94,17.84,January 23, 2022,Cheap,Average
Tanto Monta,"Calle de los Reyes Catolicos 11, 41001 Seville Spain", Real Maestranza de Caballeria de Sevilla,"Spanish, Mediterranean, Barbecue",6.94 - 19.82,Sun - Sat : 12:30 PM - 11:30 PM,4.5,274,"January 13, 2022",80,6.94,19.82,January 13, 2022,Cheap,Excellent
Restaurante Ciurana,"Carrer de Can Bruixa, 41, 08014 Barcelona Spain",Les Corts,"Mediterranean, European, Spanish",11.53 - 45.22,Sun - Sat : 6:00 AM - 3:00 AM,3.0,138,"March 8, 2020","3,396",11.53,45.22,March 8, 2020,Average,Average
Gastropub Xalupada,"Diputacion Diputacion 200, 08011 Barcelona Spain",Eixample,"Bar, International, Mediterranean, Spanish, Pub",9.91 - 19.82,"Sun : 7:00 PM - 12:00 AM
Mon - Thu : 5:00 PM - 1:00 AM
Fri : 5:00 PM - 3:00 AM
Sat : 7:00 PM - 3:00 AM",4.5,35,"July 17, 2016",402,9.91,19.82,July 17, 2016,Cheap,Excellent
Restaurant Mar Cala Estancia,"Calle dels Pins 17 In front of Playa Cala Estancia, 07610 Can Pastilla, Majorca Spain",Can Pastilla,"Mediterranean, European, Spanish, International",14.87 - 39.65,Sun - Sat : 10:00 AM - 12:00 AM,4.0,275,"October 24, 2021",25,14.87,39.65,October 24, 2021,Average,Excellent
MAAI,"Regàs 30 Bajos, 08006 Barcelona Spain",Sant Gervasi-Galvany,"Healthy, Fast Food, Contemporary, Fusion",11.89 - 14.87,Mon - Fri : 8:00 AM - 4:00 PM,4.5,32,"January 4, 2020",142,11.89,14.87,January 4, 2020,Average,Excellent
Made in Italy Drink'n Food,"Calle Marbella 15 Planta BJ Puerta 17, 07610 Playa de Palma, Majorca Spain",Can Pastilla,Italian,3.96 - 19.82,"Sun : 12:00 PM - 5:00 PM
Mon : 10:00 AM - 11:00 PM
Wed - Fri : 10:00 AM - 11:00 PM
Sat : 12:00 PM - 11:00 PM",5.0,26,"November 25, 2021",24,3.96,19.82,November 25, 2021,Cheap,Excellent
Mandragora Cafe,"Calle Horaci 36 Tambien Tiene Otra Entrada en Calle San Antonio de la Playa 39, 07610 Palma de Mallorca, Majorca Spain",Can Pastilla,"Mediterranean, Bar",14.87 - 19.82,Sun - Sat : 12:00 AM - 11:59 PM,5.0,32,"July 30, 2019",58,14.87,19.82,July 30, 2019,Average,Excellent
Fol Gourmet Popcorn,"Avinguda Diagonal, 557, 08029 Barcelona Spain",Les Corts,"Italian, American, Cafe, Fast Food, Mediterranean",1.98 - 19.82,Mon - Sat : 9:30 AM - 9:30 PM,5.0,4,"August 25, 2016",626,1.98,19.82,August 25, 2016,Cheap,Excellent
Cannibal Cantina Bistro,"Placa de Sant Antoni 8, 07002 Palma de Mallorca, Majorca Spain", Placa Major,"Mediterranean, Spanish",19.82 - 39.65,"Tue - Sat : 1:00 PM - 4:00 PM,  8:00 PM - 11:00 PM",5.0,239,"January 14, 2022",1,19.82,39.65,January 14, 2022,Average,Excellent
Los Cuevas,"C/.Virgen de las Huertas, 1, 41010 Seville Spain", Parque de Maria Luisa,"Mediterranean, Spanish",24.78 - 29.73,"Tue - Sun : 1:00 PM - 5:00 PM
Tue - Sat : 8:00 PM - 12:00 AM",4.5,404,"January 4, 2020",137,24.78,29.73,January 4, 2020,Average,Excellent
Arco Tapas,"Calle dos de Mayo 8, 41001 Seville Spain", Catedral de Sevilla,"Bar, Mediterranean, European, Spanish",9.91 - 19.82,"Mon - Fri : 8:00 AM - 4:00 PM
Wed : 8:00 PM - 11:45 PM
Thu - Sat : 8:00 PM - 11:30 PM
Sat - Sun : 12:00 PM - 4:00 PM",4.5,252,"September 21, 2020",16,9.91,19.82,September 21, 2020,Cheap,Excellent
Flores Gourmet,"Calle San Pablo 24 Centro, 41001 Seville Spain", Real Maestranza de Caballeria de Sevilla,"Mediterranean, Spanish, Fusion, Healthy, European, Wine Bar",5.95 - 39.65,"Sun : 10:00 AM - 5:30 PM
Mon - Thu : 9:00 AM - 5:00 PM,  8:00 PM - 12:00 AM
Fri : 9:00 AM - 12:00 AM
Sat : 10:00 AM - 12:00 AM",4.5,1148,"October 21, 2021",87,5.95,39.65,October 21, 2021,Cheap,Excellent
Genova,"Avenida la Constitucion 10, 41001 Seville Spain",Casco Antiguo,Spanish,4.96 - 19.82,Sun - Sat : 8:30 AM - 12:00 AM,4.5,2111,"December 23, 2021",77,4.96,19.82,December 23, 2021,Cheap,Excellent
El Gato del Cura,"Calle de San Bernardo 12, 41018 Seville Spain", Real Alcazar de Sevilla,"Mediterranean, European, Spanish, Fusion, Healthy",1.98 - 16.85,"Sun : 1:00 PM - 4:00 PM
Tue - Thu : 8:30 PM - 11:30 PM
Tue - Fri : 1:00 PM - 4:00 PM
Fri - Sat : 8:30 PM - 12:00 AM
Sat : 1:30 PM - 4:00 PM",4.5,743,"October 17, 2021",59,1.98,16.85,October 17, 2021,Cheap,Excellent
Estraperlo,"Calle Santa Rosa, 4, 41013 Seville Spain", Plaza de Espana,"Mediterranean, European, Spanish, Healthy, International",0.06 - 0.18,"Sun - Sat : 1:30 PM - 4:00 PM
Tue - Sat : 8:30 PM - 11:00 PM",4.5,219,"November 25, 2021",104,0.06,0.18,November 25, 2021,Cheap,Excellent
