Business Name,Average rating,Number of reviews,Rating Label
Pollería Vallhonrat,4.0,8,Excellent
Viridi,3.0,6,Average
Danubio Alameda,4.5,111,Excellent
Ancora,4.5,108,Excellent
Bar Piadina,4.5,58,Excellent
Casa Isabel,4.0,1222,Excellent
"Casa Orxata, Bio Horchata",4.0,194,Excellent
Bodeguita Reyes de Antonio Romero,4.0,88,Excellent
Malasaña,3.5,56,Average
Marina Restaurant,3.5,3068,Average
CASA CUESTA,3.5,955,Average
Destino Puerto,4.0,707,Excellent
Hansel Pa de Barcelona,4.0,91,Excellent
Passatge Tainos,3.5,74,Average
Las Muns Sarrià,3.5,5,Average
Lujomar,3.0,13,Average
Redpizza Barcelona Sepulveda,3.5,24,Average
Anatolia Doner Kebap Grill,4.5,24,Excellent
Restaurante Mala Hierba,4.0,159,Excellent
Bodega Albarizas,4.5,50,Excellent
Restaurante Mei-Hua,3.5,90,Average
"Yate ""El Miarma""",5.0,17,Excellent
Casa Jota,4.5,17,Excellent
La Otra Parte,4.0,716,Excellent
Restorante Vegano Tierra Madre,4.0,69,Excellent
Rollojapo,4.5,163,Excellent
Trattoria l' amabile,4.5,65,Excellent
El Rinconcillo,4.0,4329,Excellent
Maria Mandiles El Pilar,4.0,27,Excellent
Antigua Taberna Las Escobas Restaurante,3.5,1073,Average
Rose Pink,5.0,10,Excellent
El Cairo,3.5,285,Average
La Taberna De La Boveda,4.0,446,Excellent
Raicez Barcelona,5.0,3,Excellent
El Uno Bar,4.5,32,Excellent
Bonaburger,5.0,6,Excellent
Xerta Tapas Bar,4.0,37,Excellent
Divina Gloria,3.5,40,Average
Cafeteria Restaurante Club Nautico Cala Gamba,3.0,111,Average
Frankfurt Donildo,3.5,9,Average
La Fabrique,4.5,132,Excellent
Antic Villarroel,3.5,49,Average
Siduri,4.5,61,Excellent
Rialto Living,4.0,150,Excellent
La Vinya de Santa Clara Wine Bar,4.5,128,Excellent
La Rubia,4.0,51,Excellent
"El Itacate, Taqueria mexicana",5.0,23,Excellent
Petit Bistro,4.0,67,Excellent
Beewi,4.0,296,Excellent
CLARO Concept Food Store,4.5,55,Excellent
California Burger Bar,4.5,113,Excellent
ProSecCo Santa Catalina,4.0,224,Excellent
Salvatge Coffee,4.5,39,Excellent
Shaka Restaurante,4.5,55,Excellent
En La Espero Te Esquina,4.0,179,Excellent
B&K,4.5,48,Excellent
Modesto Tapas Sevilla,3.5,369,Average
Tasca La Gresca,5.0,1 review,Excellent
L'Obrador de l'Olga,5.0,7,Excellent
Trashumante,4.0,146,Excellent
Albedrio,4.0,153,Excellent
Sa Croqueteria,4.5,45,Excellent
Coco Coffice,5.0,6,Excellent
PALET Cafe Cocina Copas,4.5,51,Excellent
Blat al Sac,4.5,81,Excellent
The Healthiest Choice,4.5,42,Excellent
La Terminal,4.0,99,Excellent
Pizzeria Trattoria Mamma Teresa,4.5,87,Excellent
Tramuntana Restaurant Tapas,4.0,284,Excellent
Sa Jugueteria,4.5,91,Excellent
Pepa Tomate,3.5,1065,Average
Monolisto,4.0,234,Excellent
Ahumar Cuina & Art,5.0,19,Excellent
Faire Brunch & Drinks,5.0,15,Excellent
Hogan's Live Music Sports Bar & Restaurant,4.0,486,Excellent
Hotbao Palma,4.5,94,Excellent
El Yucateco Pelana,4.0,363,Excellent
Heat & Fresh,5.0,14,Excellent
Es Baluard Restaurant & Lounge,3.5,627,Average
Saranna Cafe & Gastro Bar,4.5,58,Excellent
Lluis Perez Pastisser,4.5,76,Excellent
Miss Sushi Sevilla Japanese Restaurant,4.0,225,Excellent
Kayak Gastrobar,5.0,2,Excellent
Geppetto,3.5,434,Average
Timesburg Sant Pau,3.5,168,Average
El Atun,3.5,191,Average
Gamboa Restaurant,4.5,62,Excellent
Boa Beach Valencia,4.5,203,Excellent
Just Good,4.0,137,Excellent
Saint Martin's Urban Irish,4.0,119,Excellent
Suc de Lluna,3.5,297,Average
Perragorda,4.5,52,Excellent
Cerveceria Mezquita,3.5,372,Average
Conservatorio Castilla 5,5.0,12,Excellent
Oysters & Sushi De Mercado,3.5,183,Average
La Miranda cocina de mercado,4.5,51,Excellent
Fabrik,5.0,13,Excellent
La Gavina,3.5,2036,Average
BiancoNoir Bistrot,4.5,24,Excellent
Bastian Contrari,4.5,61,Excellent
Crusty's,4.0,174,Excellent
El Patio de Gloria,4.5,55,Excellent
Restaurant 3 Voltes,4.0,43,Excellent
Delabuela,4.5,15,Excellent
La Libera,4.5,139,Excellent
Maloca Barcelona,4.5,19,Excellent
Patron Lunares,4.0,863,Excellent
Motta Fusión,4.5,18,Excellent
Ca'n Tito,3.5,85,Average
Manto Negro,4.0,296,Excellent
Vista Corona La Barceloneta,4.5,51,Excellent
Il Paradiso,4.0,1243,Excellent
Seventeen Degrees,4.0,323,Excellent
Ivy Shisha Lounge Club,5.0,8,Excellent
M House Café Bistró,4.5,44,Excellent
PadThaiWok. Mallorca,4.5,192,Excellent
Abissinia,3.5,282,Average
Ca n'Eduardo,4.0,764,Excellent
49 Steps,4.0,187,Excellent
Rambar,4.0,174,Excellent
Deliciosa Marta,4.0,235,Excellent
The Boat House,4.0,1004,Excellent
El Hall,4.5,29,Excellent
La Taberna Pza Mayor,4.5,28,Excellent
Cosa Nostra,4.0,153,Excellent
El Traga,4.0,64,Excellent
Taska La Reina,4.5,232,Excellent
Good You,4.5,58,Excellent
La Lonja del Pescado,4.0,769,Excellent
El Nautico,4.0,200,Excellent
Splendini Bar i Discos,5.0,18,Excellent
Anyora,4.0,239,Excellent
La Noa,4.5,84,Excellent
Restaurante Dona Elvira Seville,3.5,514,Average
Restaurante Pepe Pica,4.5,33,Excellent
The Lounge,4.0,41,Excellent
+ Q burger,3.5,8,Average
Mamá Delicias,4.0,102,Excellent
Indian Curry House,5.0,8,Excellent
Slaughterhouse Food&Books,4.5,44,Excellent
La Murciana,4.0,926,Excellent
Bar Bodega Gol,4.5,7,Excellent
Can Trispol,4.5,47,Excellent
Le Petit Café 217,4.5,3,Excellent
Fresco Cafe,4.5,161,Excellent
Anormal,3.5,108,Average
Bar Bosch,3.5,794,Average
Raspall,4.0,53,Excellent
"Coffea - Food, Coffee & Bread",5.0,31,Excellent
Komo Poké Bowl,4.0,12,Excellent
Plan B Mallorca,4.0,18,Excellent
SELENE Restaurant,4.0,49,Excellent
Cuit,4.0,205,Excellent
Makaría Artisan Pasta-Restaurante,4.5,30,Excellent
Syndeo Restaurant & Lounge,4.5,148,Excellent
Taberna Bilbo,4.5,30,Excellent
Camelia Art Cafe,4.0,43,Excellent
Fayer Bar,4.5,38,Excellent
James Poke And Beer,3.5,11,Average
Al Sur Bar Tapas,4.0,148,Excellent
Restaurante Galileo Club Gastronómico,4.5,76,Excellent
City Poke - Ayuntamiento,4.5,29,Excellent
Los Jefes Tequila Bar and Kitchen,4.0,17,Excellent
Bar Papanatas,4.0,133,Excellent
Tranvia de Mulas,4.5,54,Excellent
Restaurante Salas,3.5,396,Average
Burger Grill,5.0,6,Excellent
Restaurante MALASPINA,3.5,207,Average
Naya Gastro Music,3.5,15,Average
Samoa,3.5,637,Average
The Greenhouse,4.0,42,Excellent
Panela de Barro,4.5,35,Excellent
Chickoa Borrell - Roasted Chicken Lab,3.5,20,Average
Lux&Burg,4.0,79,Excellent
Nou Barcelona,4.0,20,Excellent
Bar Restaurante Cafe Tonet,4.5,244,Excellent
O'Neill's Irish Pub,4.0,101,Excellent
Bodega Gongora,3.5,1408,Average
Cosi Duci,4.5,41,Excellent
EntreCárceles,4.0,202,Excellent
Fast Kibuka,4.0,118,Excellent
Restaurant Saraba,4.5,12,Excellent
Jabato Tapería,4.0,65,Excellent
Restaurante Litoral,3.5,415,Average
Cafetería La Estación De Uga,4.5,8,Excellent
Hell Awaits Metal Bar,4.5,15,Excellent
La Cocineria Bistro,4.5,89,Excellent
Zona de Catas,3.5,6,Average
Filomena Tapas,3.5,170,Average
Cocoa,4.5,32,Excellent
Tío Papelón,4.5,39,Excellent
Al Zagal Panorámico,4.0,124,Excellent
éBano Tapería,4.5,24,Excellent
Patio San Eloy - Alameda,4.0,109,Excellent
La Taberna del Gongora,3.5,403,Average
Sierra de Sevilla,4.0,101,Excellent
MO Valencia Gastrobar,4.0,92,Excellent
Mizuki,4.5,19,Excellent
La Gallina Presumida,5.0,12,Excellent
Casa Santa Pola,4.5,25,Excellent
Lamburguesa (Cortes),3.0,31,Average
Magnate,4.5,7,Excellent
Bodega Berlanga,4.5,15,Excellent
El Disbarat,3.5,178,Average
Zizinia,5.0,29,Excellent
El Arriate,4.5,6,Excellent
Mondo BarCoffee,4.5,17,Excellent
Sabbia by Gabbeach,4.0,1606,Excellent
Via Napoli Ristorante Pizzeria,4.5,65,Excellent
Lateral Buhaira,4.0,127,Excellent
Asador Hedonia,4.5,111,Excellent
Don Salvatore (Sevilla),4.5,30,Excellent
Restaurante Ecovegetariano Gaia,3.5,272,Average
Bodega la Decana,4.5,33,Excellent
Cocoa Patacona,4.0,219,Excellent
Che Baires,4.0,120,Excellent
128 Rambla Restaurant,4.0,49,Excellent
Cafe de Galiza Restaurant Bar,4.0,83,Excellent
Guayoyo,4.5,13,Excellent
Vascobelo V-bar Urgell-Londres,4.0,6,Excellent
Pizza Organika,4.0,32,Excellent
Bienmesabe Cafe Bistro,4.5,88,Excellent
La Antojeria - Felipe II,3.5,252,Average
La Ofrenda,4.5,47,Excellent
Bella Milano,4.5,241,Excellent
Pizzeria Bambino Arjona,5.0,16,Excellent
María Luisa Restaurante,4.5,44,Excellent
Cats Restaurant,4.5,26,Excellent
Bopan Muntaner,4.0,47,Excellent
Nohara Sushi,4.5,7,Excellent
Your Sushi,3.5,6,Average
Lockdown bcn,5.0,11,Excellent
Cafeteria Octubre OCCC,4.5,25,Excellent
La Alacena de la Reina,3.5,180,Average
Bar Restaurante miSitio,4.5,75,Excellent
Regina di Napoli,4.0,247,Excellent
U Polek,5.0,31,Excellent
Bordo Pizza Valencia,5.0,14,Excellent
L'Atelier Bcn,4.0,67,Excellent
Restaurante L.San,4.5,71,Excellent
Restaurante Green's Aribau,4.0,20,Excellent
Han’s,4.5,46,Excellent
Don Pablo Fusión,4.5,49,Excellent
FIRE,4.5,28,Excellent
RAV Restaurant,4.5,9,Excellent
Miami Burger House,4.0,30,Excellent
Restaurante Doña Petrona,4.0,240,Excellent
La Otra Esquina,4.0,17,Excellent
La Cueva de 1900 - Lagoh Sevilla,3.5,66,Average
Clectic,4.0,257,Excellent
Fumiferro Gastrogrill,4.0,284,Excellent
Tamesis bar restaurante,4.5,89,Excellent
Tintorera,4.5,27,Excellent
Casa Enrique,4.5,46,Excellent
Restaurante Peruano Andino,4.0,110,Excellent
Panthalassa Tapas,4.0,9,Excellent
Cafeteria Restaurante Rincon del Hospital,3.5,7,Average
Beermut,5.0,9,Excellent
QuiebraTinajas,4.5,21,Excellent
Tasquer Sandwich Bar,4.5,19,Excellent
Bar España,4.0,92,Excellent
Quillo Bar,3.5,349,Average
Mr Pizza Triana Los Remedios,4.0,49,Excellent
La Pepica,3.5,5200,Average
La Bodega del Milanes WineBar&Charcuteria,5.0,25,Excellent
Muviment,5.0,11,Excellent
Panino Silvestre,4.0,23,Excellent
Alsur Café & Backdoor Bar,4.0,105,Excellent
Tandoor Masala,4.5,104,Excellent
Buenas Migas,4.0,37,Excellent
Restaurante Bona Sort,3.5,889,Average
Dandy Horse,4.5,49,Excellent
Go Salad,5.0,17,Excellent
Cerveceria Europa Centro,5.0,20,Excellent
El Mirador de Sevilla,3.5,168,Average
La Fabbrica Della Pasta,3.5,315,Average
La Calle Burger Sevilla,4.0,91,Excellent
A Destiempo,4.0,26,Excellent
Quadrini Vlc,4.5,34,Excellent
Bacco Valencia,3.5,844,Average
Taberna Verduo Triana,3.5,40,Average
Holbox,5.0,9,Excellent
Sana Vida,4.5,62,Excellent
Café Moderniste Sevilla,5.0,10,Excellent
Juliana Restaurante,3.5,35,Average
Toast Amore,4.5,15,Excellent
Xoc'olive,5.0,6,Excellent
UDON Tibidabo,4.0,24,Excellent
The Chipiron,3.5,1502,Average
Kingkong Bo Bun,4.5,27,Excellent
Bar Olimpia,4.5,13,Excellent
Cros Bar,3.5,37,Average
Tablafina - NH Collection Calderon,4.0,43,Excellent
Ceibobcn,4.5,33,Excellent
Caporal Vermutería & Coctelería,4.0,119,Excellent
Marisk,3.5,39,Average
Cafe Arte,4.0,88,Excellent
Mojo Café Lounge,4.0,11,Excellent
Kiwami,5.0,11,Excellent
Grand Beirut Restaurant,4.0,178,Excellent
Sushi Dao,4.5,3,Excellent
Vins & teka,4.5,19,Excellent
The Burger Maker Barcelona,4.5,29,Excellent
Araza Tapas Triana,4.5,10,Excellent
La Comparsita,4.0,28,Excellent
BdGust Restaurant & Cocktail,4.0,30,Excellent
"La Tagliatella Sant Gervasi, Barcelona",3.5,80,Average
Chino Feliz,3.0,8,Average
Deja Vu Restaurant,4.5,48,Excellent
El Rincon de Nicolas,4.0,40,Excellent
CafeTeaTe,5.0,7,Excellent
Taberna gourmet El Privilegio,4.0,57,Excellent
"La Tagliatella Roger de Lauria, Valencia",3.5,154,Average
Bodega Valero,4.0,8,Excellent
Doce Gin Club,4.0,123,Excellent
Quetzal,3.5,61,Average
Cuinar te Ruzafa,4.0,145,Excellent
La Terrassa de Bonanova,4.5,11,Excellent
La Esquinita,5.0,8,Excellent
Sowu,4.5,47,Excellent
La Sucursal en Veles e Vents,4.0,243,Excellent
Malafama Canyamelar,4.0,103,Excellent
Forn del Caz,4.5,7,Excellent
Restaurante El Tragaluz,3.5,176,Average
La Familia del Raval,4.5,12,Excellent
La Formiga Picona,4.5,33,Excellent
Cerveceria Martin Blanco,4.0,172,Excellent
Micelas,4.5,109,Excellent
H2OL,5.0,21,Excellent
Bocalinda,4.0,153,Excellent
Munich2Go,4.0,23,Excellent
Mi Cub,3.5,275,Average
Valentia coffee y algo mas,4.5,87,Excellent
La Light,4.5,30,Excellent
Ichiban Sushi Sake Resturante,4.0,64,Excellent
Due Pani,4.0,11,Excellent
El Maracucho Grill House,4.5,19,Excellent
"La Andaluza, Triana",4.5,8,Excellent
La Tradicional,3.5,837,Average
Taberna La herrería,4.0,22,Excellent
Robles Laredo,3.5,495,Average
EL Punto del Rey,3.5,10,Average
Barajas 20 Tapas,3.5,66,Average
Abaceria La Finka,4.5,15,Excellent
Café Dels Somnis,4.5,40,Excellent
La Torteria Mexicana,4.0,64,Excellent
chök - Ramelleres (Gluten Free),4.5,148,Excellent
Lamaldo,4.0,55,Excellent
Lila & Lola,4.0,52,Excellent
Nederland 1814,3.5,235,Average
María Mandiles Plaza Manises,3.5,63,Average
Toke Restaurant,5.0,7,Excellent
Simón Boccanegra,4.5,36,Excellent
Restaurante hawa bladi,5.0,4,Excellent
Sabor Jiang,4.5,10,Excellent
TGB The Good Burger,3.5,269,Average
Bodega San Lorenzo,4.0,71,Excellent
Especiarium Bar,5.0,19,Excellent
Rasoighar,5.0,15,Excellent
Miyabi,5.0,20,Excellent
Taberna La Doña,5.0,1 review,Excellent
Don Vitto Pizzeria,4.0,37,Excellent
Cafe & Te,1.5,3,Poor
UDON Aqua,3.5,230,Average
La Trattoria di Fede,4.5,16,Excellent
Ona Restaurante,5.0,28,Excellent
Marticoffee,4.5,3,Excellent
"La Tagliatella C/ San Vicente Martir, Valencia",3.5,135,Average
Portobello Horno Cafeteria,4.5,70,Excellent
Palacio de la Bellota,3.5,133,Average
Casa Di Roma - Francia,4.0,356,Excellent
Gourmandeo,5.0,6,Excellent
La Banqueta,4.5,23,Excellent
La Albariza,3.5,211,Average
L'Albufera,4.0,32,Excellent
Enrique Tomás,4.0,1 review,Excellent
Alma Café,4.5,11,Excellent
Hello Star,4.5,41,Excellent
Peccata Pizza,3.5,40,Average
Taqueria La Lupe,4.0,89,Excellent
"La Tagliatella Luis de Morales, Sevilla",3.5,355,Average
IKI BARCELONA,3.5,120,Average
Vins&Co Barcelona,5.0,6,Excellent
Clandestino Cafe Bar,4.5,43,Excellent
Pan Persótt,5.0,8,Excellent
La Margui,4.0,33,Excellent
Little Thai Ruzafa,3.5,311,Average
Gastrobar Saborea,4.0,49,Excellent
Destino 56,3.5,1813,Average
Cerveceria Las Torres,4.0,14,Excellent
Restaurante Tost'Ana,4.5,25,Excellent
El Coc,4.5,28,Excellent
Bodeguitas Reyes Antonio Romero,4.0,41,Excellent
Bonhomia Restaurante y Tapas,4.0,48,Excellent
EL VILLA Vermutería del Mar,4.5,27,Excellent
Sher-E-Punjab,3.0,101,Average
C&Tapas,3.5,145,Average
Malpaso,4.0,117,Excellent
Khalijia Pau Claris,4.0,78,Excellent
Astarté Triana,5.0,5,Excellent
La Ferrera restaurant,3.5,447,Average
La Bodeguita De Al Lado,4.5,3,Excellent
Filo Crema,5.0,23,Excellent
Paffuto (Aragón),4.5,36,Excellent
La Andaluza,4.5,6,Excellent
Vale,4.5,17,Excellent
"Lasun, Gastronomia Nepali",4.5,19,Excellent
Born Clasico Barcelona,5.0,43,Excellent
Miss Sushi Cánovas,3.5,377,Average
Matteo's cafe bar,4.5,19,Excellent
Beershooter Francesc Macià,4.5,3,Excellent
Casa Murillo,4.0,50,Excellent
Golden Tapas & Restaurant,4.5,11,Excellent
Marabunta,4.5,18,Excellent
Retrome Café & Lounge,4.5,25,Excellent
Bar Marfil,4.0,30,Excellent
El Rincon Criollo,4.0,206,Excellent
Las Artes Sanas,4.5,35,Excellent
El Taller Bar Cultural,3.5,59,Average
Hula Poke Food - SAGRADA FAMILIA,4.5,21,Excellent
La Torre de Babel,4.0,105,Excellent
Bipolar Cafetería Bar,4.5,10,Excellent
Bar Union Laboratorio Porteno,4.0,48,Excellent
Yarza,4.0,87,Excellent
Hopposite,4.0,9,Excellent
Meson los Venerables SL.,4.0,61,Excellent
Jose Luis,3.5,104,Average
Casa del Molinero,4.0,83,Excellent
Greenshots,4.0,32,Excellent
Fernanda Bar de Abastos,4.0,43,Excellent
Skyways Barcelona,4.0,8,Excellent
Bar Sauvage,4.5,79,Excellent
"La Tagliatella C/Pau Claris, Barcelona",3.5,214,Average
La Alcobita,4.5,20,Excellent
Golfus Del Born,4.0,150,Excellent
Restaurante La Marítima,4.0,171,Excellent
El Reno,4.0,80,Excellent
Trofea Grill,4.0,128,Excellent
El Barezito,4.0,70,Excellent
Ramen Kumamon,4.5,34,Excellent
090 Zeronovanta Restobar,5.0,14,Excellent
La Cremeria Gelato Italiano,5.0,293,Excellent
Cuvi Cuvi Food and Drink,4.5,18,Excellent
Catabar,5.0,5,Excellent
La Empanadería de Gracia,5.0,11,Excellent
Danni's Barcelona,4.5,9,Excellent
La Picnic,4.5,18,Excellent
Vin Vinguts,4.0,20,Excellent
Central Café (Calvet),4.0,3,Excellent
Narigoni Gelato,5.0,470,Excellent
Pizzeria palleter 33,3.5,8,Average
Muerde la Pasta Capitol,3.5,150,Average
La Percanta,4.0,71,Excellent
Restaurante Xamfra Gaudi,3.5,250,Average
Grosso Napoletano,4.0,42,Excellent
Pizza Roma,4.0,228,Excellent
The Roast & Beer,4.0,91,Excellent
Bar Restaurant Les Nines,4.5,7,Excellent
El Carro Gros,3.5,15,Average
Nou Can Marti,3.5,139,Average
Rasa Malaysia Halal,4.5,26,Excellent
Vistro 49 Wine Bar,4.0,49,Excellent
Kilele brunch & cocktails,4.5,21,Excellent
Las Muns Gracia,4.5,26,Excellent
Valentin Santaló,3.5,18,Average
Gordito Burgers,4.5,15,Excellent
Blanquita Bar,3.5,150,Average
Elia,4.5,30,Excellent
Restaurante Senso,5.0,14,Excellent
InPrimis,5.0,14,Excellent
Milk And Butter,5.0,4,Excellent
El Desig,5.0,14,Excellent
L'Espai Ferrer i Guardia,4.5,34,Excellent
Maris&Co,4.0,42,Excellent
Esencia Wine Bar,4.5,7,Excellent
CheongWaDae,4.0,43,Excellent
Rocktail,5.0,1 review,Excellent
Savannah,4.5,23,Excellent
Fat Cat,5.0,6,Excellent
Restaurant Terroir,4.0,37,Excellent
Creps & Nata,4.5,18,Excellent
Alquería de la Font d'En Corts,4.0,188,Excellent
The Black Turtle,3.5,340,Average
Tamova,5.0,5,Excellent
La Vinoteca de Can Calopa,5.0,9,Excellent
Les Roques,3.5,23,Average
Restaurant Gandhi,4.0,15,Excellent
Pasta y Pizza,3.5,5,Average
Cafe Mercado Jerusalen,4.5,13,Excellent
la Cigrona i + Restaurant,4.0,7,Excellent
Cayena Restobar,4.0,49,Excellent
Gelática Ice Concept,5.0,14,Excellent
K'umara Cafè,5.0,3,Excellent
Off-Street (Pizza Burger & Beer),3.5,21,Average
Gracia Qualitat,4.0,83,Excellent
48 Restaurante Copas,4.0,262,Excellent
Bonavida,4.5,245,Excellent
Bar Sant Got,5.0,8,Excellent
Lemongrass Aqua,3.5,236,Average
Taverna Volapie,3.5,37,Average
Arenal Restaurant,3.5,718,Average
Donat Restaurante,5.0,1 review,Excellent
La Sota d'Abastos,3.5,23,Average
Trufa salvaje valencia,4.0,33,Excellent
Cytrus Ruzafa,4.5,22,Excellent
Siddhartha Coffee & People,4.0,64,Excellent
Café Borneo,5.0,3,Excellent
Cerveceria Tapis,3.5,218,Average
Little Pizza 22,4.5,24,Excellent
Vidrio Vacio de Novi Sad,4.5,16,Excellent
Chez Bakkali,4.5,56,Excellent
Cruz Blanca Cerveceria,3.5,125,Average
Restobar la Ronda,5.0,12,Excellent
Tottori Restaurante Japones,3.5,56,Average
Restaurante Somnis,4.5,3,Excellent
Creps Clot,4.0,27,Excellent
Cuatro Bar Barcelona,4.5,32,Excellent
Kingsman,4.5,33,Excellent
UDON Raval,3.5,126,Average
Restaurante Sabina,4.0,52,Excellent
La Mar,4.0,123,Excellent
Baci & Braci,4.5,31,Excellent
Nova Conca,4.5,31,Excellent
Chef Clive,4.5,60,Excellent
Quechua,3.0,2,Average
Señor Burrito,4.0,85,Excellent
L'Origen Osmosis,4.0,11,Excellent
Kebap Serrano,4.5,7,Excellent
Aylo apats i degustacio,4.5,20,Excellent
Mon,3.5,850,Average
3 Nusos Restaurant,3.5,264,Average
Hotel NH Collection Barcelona Podium Restaurant,4.5,33,Excellent
Pin Pan Pun Barcelona,5.0,2,Excellent
Himalaya,4.0,125,Excellent
Spirit Barcelona,4.5,14,Excellent
Restaurante Parisien,4.5,7,Excellent
La Girella,4.5,18,Excellent
Vera Restaurante,4.0,56,Excellent
Zazú Lounge,3.5,195,Average
Veganum,5.0,13,Excellent
mi tierra,4.0,16,Excellent
Taberna El Sitio,4.0,95,Excellent
La Nonna Restobar,3.5,154,Average
Virens,5.0,10,Excellent
Kaymana,4.0,167,Excellent
"Sangre, Sudor y Cañas",3.5,6,Average
Little Thai Abastos,3.5,26,Average
The A Bar,4.0,33,Excellent
Ki Biorestaurant,4.5,21,Excellent
El Pollo,4.0,6,Excellent
Los Madriles,3.5,189,Average
El Furacu,4.0,93,Excellent
Maska Bar Gourmet,5.0,8,Excellent
"La Tagliatella C.C. Aqua, Valencia",3.5,504,Average
Kabanyal,4.0,44,Excellent
Ultramarinos Bar El Veedor,4.0,172,Excellent
Benvenuti al Sud,4.5,21,Excellent
Cafe Berlin,3.5,106,Average
Interno Mediterraneo Pizza,4.5,34,Excellent
El Viejo Pop,3.5,270,Average
Cambalache Club,4.5,25,Excellent
Restaurant Emocionar,5.0,6,Excellent
El Amate,4.0,18,Excellent
Baladi,4.5,16,Excellent
Mos Art Restaurant,3.5,83,Average
Lala Café Bar · Pastelería Artesanal,5.0,7,Excellent
Kaña Makan,3.5,57,Average
El Barón,5.0,19,Excellent
COAC Restaurant,4.5,31,Excellent
Ditaly,4.5,29,Excellent
Natsu Sushi,3.5,26,Average
Verd&Go,5.0,3,Excellent
Yamane Cafe,4.5,20,Excellent
Baroz Arroceria con Vistas,4.0,48,Excellent
Pizzeria Pomodoro e Basilico,4.0,37,Excellent
Pincho y Corto,4.0,49,Excellent
Restaurant Mirador del Palau,4.0,77,Excellent
Pilar't Restaurant,4.0,26,Excellent
tasca y brasa,3.5,197,Average
Pizzeria Del Barri 2,3.5,8,Average
Ponte Milvio,4.0,30,Excellent
Restaurante Marcelino,4.5,25,Excellent
Sucar,4.0,89,Excellent
Vora Riu,3.5,8,Average
Healthy Bites,4.5,12,Excellent
Restaurante Il Forno,4.0,81,Excellent
El Lerele,4.5,31,Excellent
Sartoria Panatieri Eixample,4.0,18,Excellent
West Food&Bar,5.0,1 review,Excellent
Centro Aragones de Valencia,4.0,37,Excellent
Kulas Burgers|Tapas|Cocktails,4.0,113,Excellent
Very Acaí,4.5,14,Excellent
D’Aprop,4.0,54,Excellent
Gavo's burger,5.0,13,Excellent
El Til·ler,4.5,17,Excellent
Restaurante Jumilla,3.5,39,Average
Restaurant - Marisquería El Faro,4.5,4,Excellent
Bodega La Mina,4.0,36,Excellent
Restaurante La Kasbah,4.0,39,Excellent
Som de Mar,4.5,49,Excellent
Tigran Gastrobar,4.0,81,Excellent
Gelateria Da Gallo,5.0,23,Excellent
Gochos BCN,4.5,7,Excellent
Heladeria Porto Bello,4.5,35,Excellent
Yoüme Sushi,4.0,113,Excellent
Restaurante Las Torres,4.0,20,Excellent
On Crave Brunch,4.5,7,Excellent
King's Chow,5.0,2,Excellent
Oro di Napoli,4.0,13,Excellent
Che Vins,4.5,14,Excellent
Espadan 31,4.0,85,Excellent
Macló - Comida & Café,5.0,11,Excellent
Cervecería Volver a Empezar,3.5,5,Average
Restaurante La Comisura,4.0,23,Excellent
Casa Ureña,4.0,45,Excellent
Bar Alondra,5.0,8,Excellent
El Punto,4.0,71,Excellent
Exquisite Restaurant Saint Nicolas,5.0,1 review,Excellent
Calizumos,5.0,23,Excellent
Restaurante Reina Mariana,4.0,18,Excellent
Cala,4.5,13,Excellent
DASO,3.5,7,Average
Al Tun Tun,3.5,324,Average
Andarife Gastrobar,4.5,23,Excellent
Casa Adrian 1944,4.0,16,Excellent
Restaurante Once,4.5,16,Excellent
La Gardunya,3.5,120,Average
Rostidor Ca La Yaya,3.5,24,Average
Restaurante VR Russafa,4.5,31,Excellent
Los Soprano Boquería,4.5,17,Excellent
El SET,5.0,14,Excellent
Amazònica Street Food,4.5,2,Excellent
La Reina Friendly Restaurant,3.0,387,Average
Restaurante Mirant La Mar,4.5,29,Excellent
Restaurante Salamanca,3.5,4940,Average
La Cuina Comida Para llevar,4.0,24,Excellent
La Bodegueta de Verdaguer,4.0,87,Excellent
La Granota Sagrada Familia,4.5,18,Excellent
